reading dataset "/data/xjs/index/dvstor_sift100m/converted/base_100000000.u8bin" (dim=128, vectors=100000000/100000000, dtype=uint8, vector_bytes=128)
Building Vamana graph 13% (13094182/100000000) elapsed 22m14s
Building Vamana graph 13% (13277731/100000000) elapsed 22m29s
Building Vamana graph 13% (13461168/100000000) elapsed 22m44s
Building Vamana graph 13% (13644743/100000000) elapsed 22m59s
Building Vamana graph 13% (13828914/100000000) elapsed 23m14s
Building Vamana graph 14% (14013144/100000000) elapsed 23m29s
Building Vamana graph 14% (14197195/100000000) elapsed 23m44s
Building Vamana graph 14% (14381058/100000000) elapsed 23m59s
Building Vamana graph 14% (14565700/100000000) elapsed 24m14s
Building Vamana graph 14% (14750223/100000000) elapsed 24m29s
Building Vamana graph 14% (14935353/100000000) elapsed 24m44s
Building Vamana graph 15% (15000108/100000000) elapsed 24m50s
Building Vamana graph 15% (15185220/100000000) elapsed 25m5s
Building Vamana graph 15% (15370646/100000000) elapsed 25m20s
Building Vamana graph 15% (15555948/100000000) elapsed 25m35s
Building Vamana graph 15% (15742233/100000000) elapsed 25m50s
Building Vamana graph 15% (15928088/100000000) elapsed 26m5s
Building Vamana graph 16% (16114269/100000000) elapsed 26m20s
Building Vamana graph 16% (16300636/100000000) elapsed 26m35s
Building Vamana graph 16% (16486835/100000000) elapsed 26m50s
Building Vamana graph 16% (16673619/100000000) elapsed 27m5s
Building Vamana graph 16% (16860601/100000000) elapsed 27m20s
Building Vamana graph 17% (17047615/100000000) elapsed 27m35s
Building Vamana graph 17% (17234789/100000000) elapsed 27m50s
Building Vamana graph 17% (17422110/100000000) elapsed 28m5s
Building Vamana graph 17% (17609586/100000000) elapsed 28m20s
Building Vamana graph 17% (17797518/100000000) elapsed 28m35s
Building Vamana graph 17% (17985596/100000000) elapsed 28m50s
Building Vamana graph 18% (18173999/100000000) elapsed 29m5s
Building Vamana graph 18% (18362189/100000000) elapsed 29m20s
Building Vamana graph 18% (18550736/100000000) elapsed 29m35s
Building Vamana graph 18% (18738899/100000000) elapsed 29m50s
Building Vamana graph 18% (18927375/100000000) elapsed 30m5s
Building Vamana graph 19% (19116082/100000000) elapsed 30m20s
Building Vamana graph 19% (19304958/100000000) elapsed 30m35s
Building Vamana graph 19% (19494303/100000000) elapsed 30m50s
Building Vamana graph 19% (19683273/100000000) elapsed 31m5s
Building Vamana graph 19% (19872380/100000000) elapsed 31m20s
Building Vamana graph 20% (20001634/100000000) elapsed 31m30s
Building Vamana graph 20% (20190805/100000000) elapsed 31m45s
Building Vamana graph 20% (20380241/100000000) elapsed 32m0s
Building Vamana graph 20% (20569742/100000000) elapsed 32m15s
Building Vamana graph 20% (20759393/100000000) elapsed 32m30s
Building Vamana graph 20% (20948719/100000000) elapsed 32m45s
Building Vamana graph 21% (21138071/100000000) elapsed 33m0s
Building Vamana graph 21% (21327076/100000000) elapsed 33m15s
Building Vamana graph 21% (21516259/100000000) elapsed 33m30s
Building Vamana graph 21% (21704876/100000000) elapsed 33m45s
Building Vamana graph 21% (21893468/100000000) elapsed 34m0s
Building Vamana graph 22% (22081847/100000000) elapsed 34m15s
Building Vamana graph 22% (22271238/100000000) elapsed 34m30s
Building Vamana graph 22% (22460600/100000000) elapsed 34m45s
Building Vamana graph 22% (22650342/100000000) elapsed 35m0s
Building Vamana graph 22% (22840034/100000000) elapsed 35m15s
Building Vamana graph 23% (23029697/100000000) elapsed 35m30s
Building Vamana graph 23% (23219305/100000000) elapsed 35m45s
Building Vamana graph 23% (23408820/100000000) elapsed 36m0s
Building Vamana graph 23% (23598201/100000000) elapsed 36m15s
Building Vamana graph 23% (23787787/100000000) elapsed 36m30s
Building Vamana graph 23% (23977444/100000000) elapsed 36m45s
Building Vamana graph 24% (24167293/100000000) elapsed 37m0s
Building Vamana graph 24% (24356894/100000000) elapsed 37m15s
Building Vamana graph 24% (24546844/100000000) elapsed 37m30s
Building Vamana graph 24% (24736803/100000000) elapsed 37m45s
Building Vamana graph 24% (24926713/100000000) elapsed 38m0s
Building Vamana graph 25% (25002884/100000000) elapsed 38m6s
Building Vamana graph 25% (25193033/100000000) elapsed 38m21s
Building Vamana graph 25% (25383762/100000000) elapsed 38m36s
Building Vamana graph 25% (25574209/100000000) elapsed 38m51s
Building Vamana graph 25% (25764298/100000000) elapsed 39m6s
Building Vamana graph 25% (25954590/100000000) elapsed 39m21s
Building Vamana graph 26% (26144980/100000000) elapsed 39m36s
Building Vamana graph 26% (26334771/100000000) elapsed 39m51s
Building Vamana graph 26% (26524980/100000000) elapsed 40m6s
Building Vamana graph 26% (26715120/100000000) elapsed 40m21s
Building Vamana graph 26% (26904968/100000000) elapsed 40m36s
Building Vamana graph 27% (27095178/100000000) elapsed 40m51s
Building Vamana graph 27% (27285122/100000000) elapsed 41m6s
Building Vamana graph 27% (27475041/100000000) elapsed 41m21s
Building Vamana graph 27% (27665133/100000000) elapsed 41m36s
Building Vamana graph 27% (27855457/100000000) elapsed 41m51s
Building Vamana graph 28% (28046087/100000000) elapsed 42m6s
Building Vamana graph 28% (28236674/100000000) elapsed 42m21s
Building Vamana graph 28% (28427552/100000000) elapsed 42m36s
Building Vamana graph 28% (28618921/100000000) elapsed 42m51s
Building Vamana graph 28% (28810249/100000000) elapsed 43m6s
Building Vamana graph 29% (29001284/100000000) elapsed 43m21s
Building Vamana graph 29% (29191976/100000000) elapsed 43m36s
Building Vamana graph 29% (29383263/100000000) elapsed 43m51s
Building Vamana graph 29% (29574652/100000000) elapsed 44m6s
Building Vamana graph 29% (29765827/100000000) elapsed 44m21s
Building Vamana graph 29% (29957172/100000000) elapsed 44m36s
Building Vamana graph 30% (30001771/100000000) elapsed 44m40s
Building Vamana graph 30% (30193193/100000000) elapsed 44m55s
Building Vamana graph 30% (30385023/100000000) elapsed 45m10s
Building Vamana graph 30% (30576620/100000000) elapsed 45m25s
Building Vamana graph 30% (30768213/100000000) elapsed 45m40s
Building Vamana graph 30% (30959230/100000000) elapsed 45m55s
Building Vamana graph 31% (31150731/100000000) elapsed 46m10s
Building Vamana graph 31% (31342477/100000000) elapsed 46m25s
Building Vamana graph 31% (31534288/100000000) elapsed 46m40s
Building Vamana graph 31% (31726159/100000000) elapsed 46m55s
Building Vamana graph 31% (31917594/100000000) elapsed 47m10s
Building Vamana graph 32% (32109112/100000000) elapsed 47m25s
Building Vamana graph 32% (32300345/100000000) elapsed 47m40s
Building Vamana graph 32% (32492349/100000000) elapsed 47m55s
Building Vamana graph 32% (32683980/100000000) elapsed 48m10s
Building Vamana graph 32% (32875555/100000000) elapsed 48m25s
Building Vamana graph 33% (33066750/100000000) elapsed 48m40s
Building Vamana graph 33% (33258485/100000000) elapsed 48m55s
Building Vamana graph 33% (33450046/100000000) elapsed 49m10s
Building Vamana graph 33% (33641854/100000000) elapsed 49m25s
Building Vamana graph 33% (33833778/100000000) elapsed 49m40s
Building Vamana graph 34% (34025478/100000000) elapsed 49m55s
Building Vamana graph 34% (34217132/100000000) elapsed 50m10s
Building Vamana graph 34% (34408642/100000000) elapsed 50m25s
Building Vamana graph 34% (34600579/100000000) elapsed 50m40s
Building Vamana graph 34% (34792958/100000000) elapsed 50m55s
Building Vamana graph 34% (34984981/100000000) elapsed 51m10s
Building Vamana graph 35% (35000923/100000000) elapsed 51m11s
Building Vamana graph 35% (35193174/100000000) elapsed 51m26s
Building Vamana graph 35% (35384858/100000000) elapsed 51m41s
Building Vamana graph 35% (35577105/100000000) elapsed 51m56s
Building Vamana graph 35% (35769499/100000000) elapsed 52m11s
Building Vamana graph 35% (35961877/100000000) elapsed 52m26s
Building Vamana graph 36% (36154035/100000000) elapsed 52m41s
Building Vamana graph 36% (36346151/100000000) elapsed 52m56s
Building Vamana graph 36% (36538541/100000000) elapsed 53m11s
Building Vamana graph 36% (36731047/100000000) elapsed 53m26s
Building Vamana graph 36% (36923650/100000000) elapsed 53m41s
Building Vamana graph 37% (37116214/100000000) elapsed 53m56s
Building Vamana graph 37% (37308642/100000000) elapsed 54m11s
Building Vamana graph 37% (37500755/100000000) elapsed 54m26s
Building Vamana graph 37% (37693284/100000000) elapsed 54m41s
Building Vamana graph 37% (37885995/100000000) elapsed 54m56s
Building Vamana graph 38% (38078162/100000000) elapsed 55m11s
Building Vamana graph 38% (38270487/100000000) elapsed 55m26s
Building Vamana graph 38% (38462924/100000000) elapsed 55m41s
Building Vamana graph 38% (38655250/100000000) elapsed 55m56s
Building Vamana graph 38% (38848042/100000000) elapsed 56m11s
Building Vamana graph 39% (39040672/100000000) elapsed 56m26s
Building Vamana graph 39% (39233221/100000000) elapsed 56m41s
Building Vamana graph 39% (39425881/100000000) elapsed 56m56s
Building Vamana graph 39% (39618881/100000000) elapsed 57m11s
Building Vamana graph 39% (39812047/100000000) elapsed 57m26s
Building Vamana graph 40% (40002090/100000000) elapsed 57m41s
Building Vamana graph 40% (40195361/100000000) elapsed 57m56s
Building Vamana graph 40% (40388345/100000000) elapsed 58m11s
Building Vamana graph 40% (40581483/100000000) elapsed 58m26s
Building Vamana graph 40% (40774467/100000000) elapsed 58m41s
Building Vamana graph 40% (40967487/100000000) elapsed 58m56s
Building Vamana graph 41% (41160481/100000000) elapsed 59m11s
Building Vamana graph 41% (41353241/100000000) elapsed 59m26s
Building Vamana graph 41% (41546299/100000000) elapsed 59m41s
Building Vamana graph 41% (41739538/100000000) elapsed 59m56s
Building Vamana graph 41% (41932754/100000000) elapsed 1h0m11s
Building Vamana graph 42% (42126272/100000000) elapsed 1h0m26s
Building Vamana graph 42% (42319495/100000000) elapsed 1h0m41s
Building Vamana graph 42% (42512575/100000000) elapsed 1h0m56s
Building Vamana graph 42% (42705775/100000000) elapsed 1h1m11s
Building Vamana graph 42% (42899063/100000000) elapsed 1h1m26s
Building Vamana graph 43% (43092418/100000000) elapsed 1h1m41s
Building Vamana graph 43% (43285780/100000000) elapsed 1h1m56s
Building Vamana graph 43% (43479239/100000000) elapsed 1h2m11s
Building Vamana graph 43% (43672397/100000000) elapsed 1h2m26s
Building Vamana graph 43% (43865719/100000000) elapsed 1h2m41s
Building Vamana graph 44% (44059171/100000000) elapsed 1h2m56s
Building Vamana graph 44% (44252347/100000000) elapsed 1h3m11s
Building Vamana graph 44% (44445678/100000000) elapsed 1h3m26s
Building Vamana graph 44% (44638941/100000000) elapsed 1h3m41s
Building Vamana graph 44% (44832486/100000000) elapsed 1h3m56s
Building Vamana graph 45% (45000009/100000000) elapsed 1h4m9s
Building Vamana graph 45% (45193467/100000000) elapsed 1h4m24s
Building Vamana graph 45% (45386870/100000000) elapsed 1h4m39s
Building Vamana graph 45% (45580075/100000000) elapsed 1h4m54s
Building Vamana graph 45% (45773450/100000000) elapsed 1h5m9s
Building Vamana graph 45% (45966612/100000000) elapsed 1h5m24s
Building Vamana graph 46% (46159759/100000000) elapsed 1h5m39s
Building Vamana graph 46% (46353050/100000000) elapsed 1h5m54s
Building Vamana graph 46% (46546256/100000000) elapsed 1h6m9s
Building Vamana graph 46% (46739776/100000000) elapsed 1h6m24s
Building Vamana graph 46% (46933096/100000000) elapsed 1h6m39s
Building Vamana graph 47% (47126806/100000000) elapsed 1h6m54s
Building Vamana graph 47% (47320058/100000000) elapsed 1h7m9s
Building Vamana graph 47% (47513390/100000000) elapsed 1h7m24s
Building Vamana graph 47% (47706854/100000000) elapsed 1h7m39s
Building Vamana graph 47% (47900229/100000000) elapsed 1h7m54s
Building Vamana graph 48% (48093681/100000000) elapsed 1h8m9s
Building Vamana graph 48% (48287184/100000000) elapsed 1h8m24s
Building Vamana graph 48% (48480857/100000000) elapsed 1h8m39s
Building Vamana graph 48% (48674170/100000000) elapsed 1h8m54s
Building Vamana graph 48% (48867764/100000000) elapsed 1h9m9s
Building Vamana graph 49% (49061239/100000000) elapsed 1h9m24s
Building Vamana graph 49% (49254869/100000000) elapsed 1h9m39s
Building Vamana graph 49% (49448410/100000000) elapsed 1h9m54s
Building Vamana graph 49% (49642273/100000000) elapsed 1h10m9s
Building Vamana graph 49% (49835802/100000000) elapsed 1h10m24s
Building Vamana graph 50% (50000398/100000000) elapsed 1h10m37s
Building Vamana graph 50% (50194081/100000000) elapsed 1h10m52s
Building Vamana graph 50% (50387142/100000000) elapsed 1h11m7s
Building Vamana graph 50% (50580890/100000000) elapsed 1h11m22s
Building Vamana graph 50% (50774566/100000000) elapsed 1h11m37s
Building Vamana graph 50% (50968147/100000000) elapsed 1h11m52s
Building Vamana graph 51% (51161858/100000000) elapsed 1h12m7s
Building Vamana graph 51% (51355604/100000000) elapsed 1h12m22s
Building Vamana graph 51% (51549225/100000000) elapsed 1h12m37s
Building Vamana graph 51% (51742957/100000000) elapsed 1h12m52s
Building Vamana graph 51% (51936526/100000000) elapsed 1h13m7s
Building Vamana graph 52% (52130272/100000000) elapsed 1h13m22s
Building Vamana graph 52% (52323576/100000000) elapsed 1h13m37s
Building Vamana graph 52% (52517347/100000000) elapsed 1h13m52s
Building Vamana graph 52% (52711318/100000000) elapsed 1h14m7s
Building Vamana graph 52% (52905000/100000000) elapsed 1h14m22s
Building Vamana graph 53% (53098769/100000000) elapsed 1h14m37s
Building Vamana graph 53% (53292103/100000000) elapsed 1h14m52s
Building Vamana graph 53% (53485944/100000000) elapsed 1h15m7s
Building Vamana graph 53% (53679712/100000000) elapsed 1h15m22s
Building Vamana graph 53% (53873523/100000000) elapsed 1h15m37s
Building Vamana graph 54% (54067259/100000000) elapsed 1h15m52s
Building Vamana graph 54% (54260733/100000000) elapsed 1h16m7s
Building Vamana graph 54% (54454577/100000000) elapsed 1h16m22s
Building Vamana graph 54% (54648517/100000000) elapsed 1h16m37s
Building Vamana graph 54% (54842388/100000000) elapsed 1h16m52s
Building Vamana graph 55% (55000751/100000000) elapsed 1h17m4s
Building Vamana graph 55% (55194398/100000000) elapsed 1h17m19s
Building Vamana graph 55% (55388136/100000000) elapsed 1h17m34s
Building Vamana graph 55% (55581384/100000000) elapsed 1h17m49s
Building Vamana graph 55% (55775222/100000000) elapsed 1h18m4s
Building Vamana graph 55% (55969252/100000000) elapsed 1h18m19s
Building Vamana graph 56% (56163551/100000000) elapsed 1h18m34s
Building Vamana graph 56% (56357587/100000000) elapsed 1h18m49s
Building Vamana graph 56% (56551396/100000000) elapsed 1h19m4s
Building Vamana graph 56% (56744904/100000000) elapsed 1h19m20s
Building Vamana graph 56% (56938538/100000000) elapsed 1h19m35s
Building Vamana graph 57% (57132212/100000000) elapsed 1h19m50s
Building Vamana graph 57% (57325967/100000000) elapsed 1h20m5s
Building Vamana graph 57% (57519740/100000000) elapsed 1h20m20s
Building Vamana graph 57% (57713134/100000000) elapsed 1h20m35s
Building Vamana graph 57% (57906624/100000000) elapsed 1h20m50s
Building Vamana graph 58% (58100272/100000000) elapsed 1h21m5s
Building Vamana graph 58% (58294036/100000000) elapsed 1h21m20s
Building Vamana graph 58% (58488077/100000000) elapsed 1h21m35s
Building Vamana graph 58% (58681942/100000000) elapsed 1h21m50s
Building Vamana graph 58% (58875732/100000000) elapsed 1h22m5s
Building Vamana graph 59% (59069162/100000000) elapsed 1h22m20s
Building Vamana graph 59% (59262548/100000000) elapsed 1h22m35s
Building Vamana graph 59% (59456288/100000000) elapsed 1h22m50s
Building Vamana graph 59% (59649794/100000000) elapsed 1h23m5s
Building Vamana graph 59% (59843478/100000000) elapsed 1h23m20s
Building Vamana graph 60% (60001720/100000000) elapsed 1h23m32s
Building Vamana graph 60% (60195609/100000000) elapsed 1h23m47s
Building Vamana graph 60% (60389617/100000000) elapsed 1h24m2s
Building Vamana graph 60% (60583066/100000000) elapsed 1h24m17s
Building Vamana graph 60% (60776592/100000000) elapsed 1h24m32s
Building Vamana graph 60% (60970390/100000000) elapsed 1h24m47s
Building Vamana graph 61% (61164505/100000000) elapsed 1h25m2s
Building Vamana graph 61% (61358822/100000000) elapsed 1h25m17s
Building Vamana graph 61% (61552757/100000000) elapsed 1h25m32s
Building Vamana graph 61% (61746674/100000000) elapsed 1h25m47s
Building Vamana graph 61% (61940635/100000000) elapsed 1h26m2s
Building Vamana graph 62% (62134772/100000000) elapsed 1h26m17s
Building Vamana graph 62% (62328981/100000000) elapsed 1h26m32s
Building Vamana graph 62% (62522882/100000000) elapsed 1h26m47s
Building Vamana graph 62% (62716705/100000000) elapsed 1h27m2s
Building Vamana graph 62% (62910759/100000000) elapsed 1h27m17s
Building Vamana graph 63% (63104803/100000000) elapsed 1h27m32s
Building Vamana graph 63% (63298810/100000000) elapsed 1h27m47s
Building Vamana graph 63% (63492812/100000000) elapsed 1h28m2s
Building Vamana graph 63% (63686789/100000000) elapsed 1h28m17s
Building Vamana graph 63% (63880919/100000000) elapsed 1h28m32s
Building Vamana graph 64% (64074928/100000000) elapsed 1h28m47s
Building Vamana graph 64% (64268644/100000000) elapsed 1h29m2s
Building Vamana graph 64% (64461794/100000000) elapsed 1h29m17s
Building Vamana graph 64% (64655555/100000000) elapsed 1h29m32s
Building Vamana graph 64% (64849091/100000000) elapsed 1h29m47s
Building Vamana graph 65% (65001091/100000000) elapsed 1h29m59s
Building Vamana graph 65% (65194625/100000000) elapsed 1h30m14s
Building Vamana graph 65% (65388946/100000000) elapsed 1h30m29s
Building Vamana graph 65% (65582812/100000000) elapsed 1h30m44s
Building Vamana graph 65% (65776748/100000000) elapsed 1h30m59s
Building Vamana graph 65% (65970617/100000000) elapsed 1h31m14s
Building Vamana graph 66% (66164491/100000000) elapsed 1h31m29s
Building Vamana graph 66% (66358557/100000000) elapsed 1h31m44s
Building Vamana graph 66% (66552496/100000000) elapsed 1h31m59s
Building Vamana graph 66% (66746546/100000000) elapsed 1h32m14s
Building Vamana graph 66% (66940211/100000000) elapsed 1h32m29s
Building Vamana graph 67% (67134046/100000000) elapsed 1h32m44s
Building Vamana graph 67% (67327965/100000000) elapsed 1h32m59s
Building Vamana graph 67% (67520739/100000000) elapsed 1h33m14s
Building Vamana graph 67% (67714297/100000000) elapsed 1h33m29s
Building Vamana graph 67% (67907337/100000000) elapsed 1h33m44s
Building Vamana graph 68% (68100801/100000000) elapsed 1h33m59s
Building Vamana graph 68% (68294311/100000000) elapsed 1h34m14s
Building Vamana graph 68% (68487978/100000000) elapsed 1h34m29s
Building Vamana graph 68% (68681499/100000000) elapsed 1h34m44s
Building Vamana graph 68% (68874611/100000000) elapsed 1h34m59s
Building Vamana graph 69% (69067816/100000000) elapsed 1h35m14s
Building Vamana graph 69% (69261074/100000000) elapsed 1h35m29s
Building Vamana graph 69% (69453965/100000000) elapsed 1h35m44s
Building Vamana graph 69% (69647272/100000000) elapsed 1h35m59s
Building Vamana graph 69% (69840438/100000000) elapsed 1h36m14s
Building Vamana graph 70% (70001734/100000000) elapsed 1h36m26s
Building Vamana graph 70% (70195518/100000000) elapsed 1h36m41s
Building Vamana graph 70% (70388985/100000000) elapsed 1h36m56s
Building Vamana graph 70% (70582759/100000000) elapsed 1h37m11s
Building Vamana graph 70% (70776410/100000000) elapsed 1h37m26s
Building Vamana graph 70% (70969923/100000000) elapsed 1h37m41s
Building Vamana graph 71% (71163441/100000000) elapsed 1h37m56s
Building Vamana graph 71% (71357087/100000000) elapsed 1h38m11s
Building Vamana graph 71% (71550692/100000000) elapsed 1h38m26s
Building Vamana graph 71% (71744355/100000000) elapsed 1h38m41s
Building Vamana graph 71% (71938201/100000000) elapsed 1h38m56s
Building Vamana graph 72% (72132275/100000000) elapsed 1h39m11s
Building Vamana graph 72% (72326355/100000000) elapsed 1h39m26s
Building Vamana graph 72% (72520172/100000000) elapsed 1h39m41s
Building Vamana graph 72% (72714123/100000000) elapsed 1h39m56s
Building Vamana graph 72% (72908097/100000000) elapsed 1h40m11s
Building Vamana graph 73% (73101879/100000000) elapsed 1h40m26s
Building Vamana graph 73% (73295681/100000000) elapsed 1h40m41s
Building Vamana graph 73% (73489787/100000000) elapsed 1h40m56s
Building Vamana graph 73% (73683737/100000000) elapsed 1h41m11s
Building Vamana graph 73% (73877631/100000000) elapsed 1h41m26s
Building Vamana graph 74% (74071541/100000000) elapsed 1h41m41s
Building Vamana graph 74% (74265435/100000000) elapsed 1h41m56s
Building Vamana graph 74% (74458806/100000000) elapsed 1h42m11s
Building Vamana graph 74% (74652780/100000000) elapsed 1h42m26s
Building Vamana graph 74% (74846684/100000000) elapsed 1h42m41s
Building Vamana graph 75% (75001536/100000000) elapsed 1h42m53s
Building Vamana graph 75% (75195164/100000000) elapsed 1h43m8s
Building Vamana graph 75% (75389143/100000000) elapsed 1h43m23s
Building Vamana graph 75% (75583407/100000000) elapsed 1h43m38s
